,name,headline
686,Ben & Jerry's,"Peace, love & ice cream."
687,Heineken,It's all about the beer.
688,Gatorade,The Legend Continues.
689,Milo,MILO Everyday!
690,Starbucks,Customize Your Cup.
691,Audi,Vorsprung durch Technik.
692,Snickers,Get some nuts!
693,NIVEA,More evolved skincare.
694,KFC(Kentucky Fried Chicken),Finger Lickin' Good.
695,Nescafe,It all starts with a NescafÃ©.
696,Levi's Jeans,Original jeans. original people.
697,Dove (toiletries),The secret of beautiful hair.
698,Lipton,Be more tea.
699,Pampers,Discover your babyâs world.
700,Coca-Cola,Taste The Feeling.
701,Prego,It's in there!.
702,Heinz Baked Beans,Beanz meanz Heinz.
703,Blue Bonnet,I'm on it like Blue Bonnet!
704,Honey Bunches of Oats,It's what's for breakfast.
705,Birds Eye,Come Home To Birds Eye Country.
706,Candwich,"Quick & Tasty, Ready to Eat."
707,Casa Sanchez,flavor out of this world.
708,Francesco Rinaldi,Enjoyed by everyone.
709,Idaho Spud,The Candy Bar That Makes Idaho Famous.
710,Meggle,Ich bin ein Gourmeggle.
711,Quaker,"Nothing is better for thee, than me."
712,Shurfine,You sure save more at a ShurSave store.
713,Shreddies,Shreddie or not?
714,Wagon Wheels,You've got to grin to get it in.
715,Bisto,"Aah, Bisto!"
716,Twizzlers,Makes mouths happy.
717,Hillshire Farm,Go Meat!
718,Campbell's,M'm! M'm! Good!
719,Wheaties,The breakfast of champions.
720,Frosted Flakes,They're g-r-r-r-eat!
721,Fanta,"Drink Fanta, stay Bamboocha."
722,Colgate,"Stronger, healthier gums."
723,Pizza Hut,Make it great.
724,Domino's Pizza,Pizza deliver experts.
725,Head & Shoulders,Live head first.
726,Ben & Jerry's,"Peace, love & ice cream."
727,Heineken,It's all about the beer.
728,Gatorade,The Legend Continues.
729,Milo,MILO Everyday!
730,Starbucks,Customize Your Cup.
731,Audi,Vorsprung durch Technik.
732,Snickers,Get some nuts!
733,NIVEA,More evolved skincare.
734,KFC(Kentucky Fried Chicken),Finger Lickin' Good.
735,Nescafe,It all starts with a NescafÃ©.
736,Levi's Jeans,Original jeans. original people.
737,Dove (toiletries),The secret of beautiful hair.
738,Lipton,Be more tea.
739,Pampers,Discover your babyâs world.
740,Coca-Cola,Taste The Feeling.
741,Skittles,Taste the rainbow.
742,Ajinomoto,"Eat Well, Live Well."
743,Mamee Double-Decker,A World of Good Taste.
744,Freia (chocolate),A small piece of Norway.
745,Golden Wonder,You'll never grow old in Golden Wonderland!
746,Ferrero-KÃ¼sschen,Give a KÃ¼sschen to your friend!
747,Ritter Sport,Quality in a Square.
748,Haribo,Child and adult is happy.
749,PÃR Gum,Live PUR.
750,Chicken Tonight,I feel like Chicken Tonight.
751,Hobnob biscuit,Chocolate now has Hobnobs underneath.
752,Homepride,the one with the bag.
753,Marmite,Love it or hate it.
754,Tip Top Bakeries,Tip Top's the One.
755,Chiko Roll,You can't knock the roll.
756,Now and Later,Share the Square.
757,Milky Way,Life's Better the Milky Way.
758,Dippin' Dots,Ice Cream of the Future
759,Lunchables,Make fun of lunch!
760,Smucker,it has to be good.
761,Fanta,"Drink Fanta, stay Bamboocha."
762,Colgate,"Stronger, healthier gums."
763,Pizza Hut,Make it great.
764,Domino's Pizza,Pizza deliver experts.
765,Head & Shoulders,Live head first.
766,Ben & Jerry's,"Peace, love & ice cream."
767,Heineken,It's all about the beer.
768,Gatorade,The Legend Continues.
769,Milo,MILO Everyday!
770,Starbucks,Customize Your Cup.
771,Audi,Vorsprung durch Technik.
772,Snickers,Get some nuts!
773,NIVEA,More evolved skincare.
774,KFC(Kentucky Fried Chicken),Finger Lickin' Good.
775,Nescafe,It all starts with a NescafÃ©.
776,Levi's Jeans,Original jeans. original people.
777,Dove (toiletries),The secret of beautiful hair.
778,Lipton,Be more tea.
779,Pampers,Discover your babyâs world.
780,Coca-Cola,Taste The Feeling.
781,Reese's Peanut Butter Cups,Reese's ...perfect
782,Bertolli,Passion makes perfect.
783,Stork (margarine),The difference is worth talking about.
784,Flora (margarine),Better butteryness.
785,Country Crock,Where good habits are delicious.
786,Clover (spread),Made for family.
787,Meadow Lea,You ought to be congratulated.
788,Blue Band,Spread every slice!
789,Imperial margarine,Fit for a king.
790,Becel,Love your heart.
791,Lurpak,Your everyday luxury.
792,Utterly Butterly,Utterly smitten.
793,President cheese,Perfectly paired with life.
794,Primula,Perfect for sharing.
795,Babybel,100% natural. 100% fun!
796,Lea & Perrins,The original and Genuine.
797,Peters Ice Cream,Music to your mouth.
798,Weis,The taste on everyone's lips.
799,Mackie's,Creamy by nature!
800,Magnum (ice cream),For pleasure seekers.
801,Fanta,"Drink Fanta, stay Bamboocha."
802,Colgate,"Stronger, healthier gums."
803,Pizza Hut,Make it great.
804,Domino's Pizza,Pizza deliver experts.
805,Head & Shoulders,Live head first.
806,Ben & Jerry's,"Peace, love & ice cream."
807,Heineken,It's all about the beer.
808,Gatorade,The Legend Continues.
809,Milo,MILO Everyday!
810,Starbucks,Customize Your Cup.
811,Audi,Vorsprung durch Technik.
812,Snickers,Get some nuts!
813,NIVEA,More evolved skincare.
814,KFC(Kentucky Fried Chicken),Finger Lickin' Good.
815,Nescafe,It all starts with a NescafÃ©.
816,Levi's Jeans,Original jeans. original people.
817,Dove (toiletries),The secret of beautiful hair.
818,Lipton,Be more tea.
819,Pampers,Discover your babyâs world.
820,Coca-Cola,Taste The Feeling.
821,Klondike bar,What would you do for a Klondike bar?
822,Cravendale,The cows want it back
823,After Eight,See you After Eight.
824,Terry's,Round. But not round for long.
825,Little Debbie,Unwrap a smile.
826,Ryvita,Britton loves Ryvita.
827,Beech-Nut,Small Is Big Here.
828,Carvel (franchise),America's freshest ice cream.
829,Doublemint gum,Donât Forget The Fruit Gums.
830,Kellogg's,The simpler the better.
831,Lucky Charms,Theyâre magically delicious.
832,Mentos,Roses Grow on You.
833,Starburst(Opal Fruits),Unexplainably Juicy.
834,Snickers,Get some nuts!
835,Twix,Itâs all in the mix.
836,Swensen's,Good as father used to make.
837,Marble Slab Creamery,Originality in every scoop.
838,Graeter's,Irresistible Graeter's.
839,Ben & Jerry's,"Peace, love & ice cream."
840,Baskin-Robbins,More flavors. More fun.
841,Fanta,"Drink Fanta, stay Bamboocha."
842,Colgate,"Stronger, healthier gums."
843,Pizza Hut,Make it great.
844,Domino's Pizza,Pizza deliver experts.
845,Head & Shoulders,Live head first.
846,Ben & Jerry's,"Peace, love & ice cream."
847,Heineken,It's all about the beer.
848,Gatorade,The Legend Continues.
849,Milo,MILO Everyday!
850,Starbucks,Customize Your Cup.
851,Audi,Vorsprung durch Technik.
852,Snickers,Get some nuts!
853,NIVEA,More evolved skincare.
854,KFC(Kentucky Fried Chicken),Finger Lickin' Good.
855,Nescafe,It all starts with a NescafÃ©.
856,Levi's Jeans,Original jeans. original people.
857,Dove (toiletries),The secret of beautiful hair.
858,Lipton,Be more tea.
859,Pampers,Discover your babyâs world.
860,Coca-Cola,Taste The Feeling.
861,Ore-Ida,"Easy Open, Easy Pour Bag!"
862,Kraft Foods,A little taste of heaven.
863,Kelly's of Cornwall,Cornish by nature.
864,HB ice cream,One of life's simple pleasures.
865,Vadilal,Nothing but goodness.
866,Tip Top,Tip Top. Real ice creamier.
867,Hunt's,Only the best tomatoes grow up to be Hunt's.
868,Hellmann's,Bring out the best.
869,Bega Cheese,Better buy Bega.
870,Coon cheese,The choice of COONoisseurs.
871,Jarlsberg cheese,Only Jarlsberg is Jarlsberg.
872,Dairylea (cheese),Herds of Dairylea goodness.
873,Wyke Farms,Over 100 years of family farming.
874,Pilgrims Choice,Good choice pilgrim.
875,Wall's,Share happy.
876,Blue Bell Creameries,The best ice cream in the country.
877,Popsicle,Anything's possible with Popsicle.
878,Breyers,It's way beyond ice cream.
879,Haagen-Dazs,Made like no other.
880,Cornetto,"Enjoy the ride, love the ending"
881,Fanta,"Drink Fanta, stay Bamboocha."
882,Colgate,"Stronger, healthier gums."
883,Pizza Hut,Make it great.
884,Domino's Pizza,Pizza deliver experts.
885,Head & Shoulders,Live head first.
886,Ben & Jerry's,"Peace, love & ice cream."
887,Heineken,It's all about the beer.
888,Gatorade,The Legend Continues.
889,Milo,MILO Everyday!
890,Starbucks,Customize Your Cup.
891,Audi,Vorsprung durch Technik.
892,Snickers,Get some nuts!
893,NIVEA,More evolved skincare.
894,KFC(Kentucky Fried Chicken),Finger Lickin' Good.
895,Nescafe,It all starts with a NescafÃ©.
896,Levi's Jeans,Original jeans. original people.
897,Dove (toiletries),The secret of beautiful hair.
898,Lipton,Be more tea.
899,Pampers,Discover your babyâs world.
900,Coca-Cola,Taste The Feeling.
901,Chapman's,For the kid in all of us
902,Good Humor,Return to the classics
903,Perry's Ice Cream,Life is a bowl of Perry's.
904,Quavers,They're floaty light!
905,Lay's,Betcha can't eat just one!
906,BelGioioso Cheese,Quality never stops.
907,Dubliner Cheese,Character in every bite.
908,The Laughing Cow,Made with laughter.
909,Leerdammer,Put pleasure first
910,Sargento,We're real cheese people
911,Callebaut,For the love of chocolate.
912,Cadbury Dairy Milk,Free the joy.
913,Milka,Tenderness is inside.
914,Ghirardelli Chocolate,Moments of timeless pleasure.
915,Cailler,Pure chocolate. Pure emotion.
916,Hershey's,Hello happy. Hello Hershey's.
917,Dove Chocolate,Choose pleasure.
918,Dreyer's,Share a Scoop. Share a Smile!
919,Green & Black's,Bring Milk Chocolate Out Of Its Shell.
920,Nestles,"Nestle. Good Food, Good Life."
921,Fanta,"Drink Fanta, stay Bamboocha."
922,Colgate,"Stronger, healthier gums."
923,Pizza Hut,Make it great.
924,Domino's Pizza,Pizza deliver experts.
925,Head & Shoulders,Live head first.
926,Ben & Jerry's,"Peace, love & ice cream."
927,Heineken,It's all about the beer.
928,Gatorade,The Legend Continues.
929,Milo,MILO Everyday!
930,Starbucks,Customize Your Cup.
931,Audi,Vorsprung durch Technik.
932,Snickers,Get some nuts!
933,NIVEA,More evolved skincare.
934,KFC(Kentucky Fried Chicken),Finger Lickin' Good.
935,Nescafe,It all starts with a NescafÃ©.
936,Levi's Jeans,Original jeans. original people.
937,Dove (toiletries),The secret of beautiful hair.
938,Lipton,Be more tea.
939,Pampers,Discover your babyâs world.
940,Coca-Cola,Taste The Feeling.
941,Dannon Yogurt,Love it for life.
942,Ralston Purina,All you add is love.
943,Pringles,"Once you pop, you can't stop."
944,M&M'S,"Melts in Your Mouth, Not in Your Hands."
945,Heinz,Good Food Every Day.
946,Fanta,"Drink Fanta, stay Bamboocha."
947,Colgate,"Stronger, healthier gums."
948,Pizza Hut,Make it great.
949,Domino's Pizza,Pizza deliver experts.
950,Head & Shoulders,Live head first.
951,Ben & Jerry's,"Peace, love & ice cream."
952,Heineken,It's all about the beer.
953,Gatorade,The Legend Continues.
954,Milo,MILO Everyday!
955,Starbucks,Customize Your Cup.
956,Audi,Vorsprung durch Technik.
957,Snickers,Get some nuts!
958,NIVEA,More evolved skincare.
959,KFC(Kentucky Fried Chicken),Finger Lickin' Good.
960,Nescafe,It all starts with a NescafÃ©.
961,Levi's Jeans,Original jeans. original people.
962,Dove (toiletries),The secret of beautiful hair.
963,Lipton,Be more tea.
964,Pampers,Discover your babyâs world.
965,Coca-Cola,Taste The Feeling.
966,Papa John's Pizza,Better Ingredients. Better Pizza.
967,Applebee's,Together is good.
968,Chili's,Like no place else.
969,Winky's,Fast Food Cheap
970,Wetson's,Buy a bagful.
971,Royal Castle (restaurant chain),Fit for a king!
972,Red Barn (restaurant),You'll find more of what you are hankerin'
973,Bembos,The best burger and more.
974,Henry's Hamburgers,Head for Henry's
975,Druther's,I'd Ruther Go to Druther's Restaurant.
976,Five Guys,Best Burger
977,Friendly's,Deliciously fun
978,Beacon Drive In,we don't change.
979,Aurelio's Pizza,Aurelio's is Pizza!
980,Sukiya,save time and money
981,Orange Julius,A Devilish Good Drink
982,Fosters Freeze,Everything at Foster's is wonderful to eat
983,Kewpee,Mity Nice Hamburger.
984,Rax Roast Beef,All the right stuff.
985,Del Taco,Feed the Beast
986,Fanta,"Drink Fanta, stay Bamboocha."
987,Colgate,"Stronger, healthier gums."
988,Pizza Hut,Make it great.
989,Domino's Pizza,Pizza deliver experts.
990,Head & Shoulders,Live head first.
991,Ben & Jerry's,"Peace, love & ice cream."
992,Heineken,It's all about the beer.
993,Gatorade,The Legend Continues.
994,Milo,MILO Everyday!
995,Starbucks,Customize Your Cup.
996,Audi,Vorsprung durch Technik.
997,Snickers,Get some nuts!
998,NIVEA,More evolved skincare.
999,Nescafe,It all starts with a NescafÃ©.
1000,KFC(Kentucky Fried Chicken),Finger Lickin' Good.
1001,Levi's Jeans,Original jeans. original people.
1002,Dove (toiletries),The secret of beautiful hair.
1003,Lipton,Be more tea.
1004,Pampers,Discover your babyâs world.
1005,Coca-Cola,Taste The Feeling.
1006,Noodles & Company,Your World Kitchen
1007,Steak 'n Shake,Famous for Steakburgers
1008,Spangles,it just tastes better!
1009,Mary Brown's,Truly Canadian
1010,Flunch,Y'a que chez Flunch qu'on peut fluncher
1011,Kirby's Pig Stand,Quick Curb Service
1012,Round Table Pizza,The Last Honest Pizza
1013,Brewers Fayre,Pub Food as it Should Be
1014,Big Boy Restaurants,It's your Big Boy
1015,Burger Chef,Nowhere else but Burger Chef.
1016,Qdoba,Not just big burritos. Big flavors.
1017,Steak Escape,Americas Favorite Cheesesteak
1018,White Castle,What you crave.
1019,Outback Steakhouse,"No rules, just right."
1020,Red Rooster,It's gotta be red
1021,Little Caesars,Pizza! Pizza!
1022,Steers,It Just Tastes Better.
1023,IHOP,"Come hungry, leave happy."
1024,Mr. Sub,Yours Since 1968.
1025,Fryer's,Quality You Can Trust.
1026,Fanta,"Drink Fanta, stay Bamboocha."
1027,Colgate,"Stronger, healthier gums."
1028,Pizza Hut,Make it great.
1029,Domino's Pizza,Pizza deliver experts.
1030,Head & Shoulders,Live head first.
1031,Ben & Jerry's,"Peace, love & ice cream."
1032,Heineken,It's all about the beer.
1033,Gatorade,The Legend Continues.
1034,Milo,MILO Everyday!
1035,Starbucks,Customize Your Cup.
1036,Audi,Vorsprung durch Technik.
1037,Snickers,Get some nuts!
1038,NIVEA,More evolved skincare.
1039,Nescafe,It all starts with a NescafÃ©.
1040,KFC(Kentucky Fried Chicken),Finger Lickin' Good.
1041,Levi's Jeans,Original jeans. original people.
1042,Dove (toiletries),The secret of beautiful hair.
1043,Lipton,Be more tea.
1044,Pampers,Discover your babyâs world.
1045,Coca-Cola,Taste The Feeling.
1046,Kelseys original Roadhouse,Neighbourhood Bar and Grill.
1047,Hungry Jack's,Makes It Better.
1048,Twin Peaks,Eats. Drinks. Scenic Views.
1049,Schlotzsky's,Lotz Better.
1050,Quiznos,Eat Up.
1051,Chuck E. Cheese's,All You Can Play.
1052,Krispy Kreme,Happy All Around.
1053,Harry Ramsden's,World famous fish & chips.
1054,Jimmy John's,Serious delivery.
1055,Checkers and Rally's,Crazy good food.
1056,Tim Hortons,Always fresh.
1057,Ground Round,We've got what you like.
1058,Greggs,Always fresh. Always tasty.
1059,Village Inn,"Good Food, Good Feelings."
1060,Wawa,Gottahava Wawa
1061,Harvey's,To each his burger.
1062,Olive Garden,A Passion for Italy
1063,Red Lobster,See whatâs cooking.
1064,Wienerschnitzel,The World's most wanted wiener.
1065,Yoshinoya,"Tasty, low-priced, and quick"
1066,Fanta,"Drink Fanta, stay Bamboocha."
1067,Colgate,"Stronger, healthier gums."
1068,Pizza Hut,Make it great.
1069,Domino's Pizza,Pizza deliver experts.
1070,Head & Shoulders,Live head first.
1071,Ben & Jerry's,"Peace, love & ice cream."
1072,Heineken,It's all about the beer.
1073,Gatorade,The Legend Continues.
1074,Milo,MILO Everyday!
1075,Starbucks,Customize Your Cup.
1076,Audi,Vorsprung durch Technik.
1077,Snickers,Get some nuts!
1078,NIVEA,More evolved skincare.
1079,Nescafe,It all starts with a NescafÃ©.
1080,KFC(Kentucky Fried Chicken),Finger Lickin' Good.
1081,Levi's Jeans,Original jeans. original people.
1082,Dove (toiletries),The secret of beautiful hair.
1083,Lipton,Be more tea.
1084,Pampers,Discover your babyâs world.
1085,Coca-Cola,Taste The Feeling.
1086,Long John Silver's,That's what I like.
1087,Fatburger,The last great hamburger stand.
1088,Jack in the Box,Eat it. Any time.
1089,TCBY,This Countryâs Best Yogurt.
1090,Chicken of the Sea,Itâs Americaâs best-tasting tuna
1091,Hooters,nearly world famous chicken wings
1092,Papa Murphy's,Take nâ Bake Pizza.
1093,Denny's,Weâre cooking now.
1094,Auntie Anneâs,Pretzel Perfect
1095,Sonic Drive-In,Sonic Everywhere
1096,ConAgra Foods,Food you love
1097,Ruth's Chris Steakhouse,Lifeâs too short to eat anywhere else.
1098,Sizzler,"Great steaks, seafood and salads."
1099,Taco John's,We prepare every order fresh
1100,Waffle House,Itâs 2am and youâre drunk
1101,Popeye's Chicken,Party with Popeyeâs
1102,Vlasic Pickles,Always the perfect pickle
1103,Bagel Bites,You can prepare them in an instant.
1104,Chick-fil-A,Eat Mor Chikin!
1105,Rice Krispies,"Snap, Crackle, Pop."
1106,Fanta,"Drink Fanta, stay Bamboocha."
1107,Colgate,"Stronger, healthier gums."
1108,Pizza Hut,Make it great.
1109,Domino's Pizza,Pizza deliver experts.
1110,Head & Shoulders,Live head first.
1111,Ben & Jerry's,"Peace, love & ice cream."
1112,Heineken,It's all about the beer.
1113,Gatorade,The Legend Continues.
1114,Milo,MILO Everyday!
1115,Starbucks,Customize Your Cup.
1116,Audi,Vorsprung durch Technik.
1117,Snickers,Get some nuts!
1118,NIVEA,More evolved skincare.
1119,Nescafe,It all starts with a NescafÃ©.
1120,KFC(Kentucky Fried Chicken),Finger Lickin' Good.
1121,Levi's Jeans,Original jeans. original people.
1122,Dove (toiletries),The secret of beautiful hair.
1123,Lipton,Be more tea.
1124,Pampers,Discover your babyâs world.
1125,Coca-Cola,Taste The Feeling.
1126,Dunkin' Donuts,Loosen up a little.
1127,Church's Chicken,You Bring It Home.
1128,Carl's Jr.,Making people happy through food
1129,A&W,A & W. All American Food.
1130,Dairy Queen,Do something different.
1131,Arby's,Slicing up freshness.
1132,Wendy's,Do what tastes right.
1133,Domino's Pizza,Pizza deliver experts.
